userid,timestamp,beacon_id,rssi
0,1543090293,8,-91
0,1543090293,12,-91
0,1543090294,8,-94
0,1543090294,5,-94
0,1543090294,4,-90
0,1543090294,8,-94
0,1543090294,4,-94
0,1543090294,11,-94
0,1543090295,8,-94
0,1543090295,10,-94
0,1543090295,11,-92
0,1543090295,8,-94
0,1543090295,10,-94
0,1543090295,9,-94
0,1543090296,8,-94
0,1543090296,10,-94
0,1543090296,11,-92
0,1543090296,8,-94
0,1543090296,10,-94
0,1543090296,9,-85
0,1543090297,10,-94
0,1543090297,8,-92
0,1543090297,9,-90
0,1543090297,8,-96
0,1543090297,10,-94
0,1543090297,11,-94
0,1543090298,8,-96
0,1543090298,10,-94
0,1543090298,11,-94
0,1543090298,10,-95
0,1543090298,8,-94
0,1543090298,9,-92
0,1543090299,10,-95
0,1543090299,1,-92
0,1543090299,9,-92
0,1543090299,12,-94
0,1543090299,10,-92
0,1543090299,8,-90
0,1543090300,10,-92
0,1543090300,11,-90
0,1543090300,8,-87
0,1543090300,10,-92
0,1543090300,11,-90
0,1543090300,8,-87
0,1543090301,10,-92
0,1543090301,11,-90
0,1543090301,8,-87
0,1543090301,9,-93
0,1543090301,10,-92
0,1543090301,11,-90
0,1543090302,8,-96
0,1543090302,10,-92
0,1543090302,11,-90
0,1543090302,8,-96
0,1543090302,10,-92
0,1543090302,11,-90
0,1543090303,8,-96
0,1543090303,10,-92
0,1543090303,11,-90
0,1543090303,8,-96
0,1543090303,10,-92
0,1543090303,9,-90
0,1543090304,8,-96
0,1543090304,11,-93
0,1543090304,10,-92
0,1543090304,8,-96
0,1543090304,10,-92
0,1543090304,9,-90
0,1543090305,8,-96
0,1543090305,10,-92
0,1543090305,9,-90
0,1543090305,8,-96
0,1543090305,12,-96
0,1543090305,10,-92
0,1543090306,8,-96
0,1543090306,10,-92
0,1543090306,4,-87
0,1543090306,10,-92
0,1543090306,8,-91
0,1543090306,9,-88
0,1543090307,10,-92
0,1543090307,4,-87
0,1543090307,11,-87
0,1543090307,10,-92
0,1543090307,4,-87
0,1543090307,11,-87
0,1543090308,10,-92
0,1543090308,5,-87
0,1543090308,4,-86
0,1543090308,10,-92
0,1543090308,11,-91
0,1543090308,5,-87
0,1543090309,9,-95
0,1543090309,10,-92
0,1543090309,11,-91
0,1543090309,10,-92
0,1543090309,9,-89
0,1543090309,8,-88
0,1543090310,10,-92
0,1543090310,9,-89
0,1543090310,8,-88
0,1543090310,10,-92
0,1543090310,9,-89
0,1543090310,8,-88
0,1543090311,10,-90
0,1543090311,8,-88
0,1543090311,1,-87
0,1543090311,10,-92
0,1543090311,8,-88
0,1543090311,1,-87
0,1543090312,10,-92
0,1543090312,4,-92
0,1543090312,8,-88
0,1543090312,4,-92
0,1543090312,10,-88
0,1543090312,5,-85
0,1543090313,4,-92
0,1543090313,8,-90
0,1543090313,10,-88
0,1543090313,4,-92
0,1543090313,8,-90
0,1543090313,10,-88
0,1543090314,3,-96
0,1543090314,12,-92
0,1543090314,5,-90
0,1543090314,12,-92
0,1543090314,5,-90
0,1543090314,10,-88
0,1543090315,4,-93
0,1543090315,6,-92
0,1543090315,12,-92
0,1543090315,3,-94
0,1543090315,4,-93
0,1543090315,10,-88
0,1543090316,4,-93
0,1543090316,5,-93
0,1543090316,10,-90
0,1543090316,4,-93
0,1543090316,3,-88
0,1543090316,10,-87
0,1543090317,4,-94
0,1543090317,3,-88
0,1543090317,10,-86
0,1543090317,3,-95
0,1543090317,4,-92
0,1543090317,10,-90
0,1543090318,3,-95
0,1543090318,4,-92
0,1543090318,10,-90
0,1543090318,3,-95
0,1543090318,4,-92
0,1543090318,5,-86
0,1543090319,3,-95
0,1543090319,5,-94
0,1543090319,10,-93
0,1543090319,3,-95
0,1543090319,5,-94
0,1543090319,10,-93
0,1543090320,3,-95
0,1543090320,6,-94
0,1543090320,5,-94
0,1543090320,10,-93
0,1543090320,4,-92
0,1543090320,5,-90
0,1543090321,10,-93
0,1543090321,6,-91
0,1543090321,5,-90
0,1543090321,4,-91
0,1543090321,5,-87
0,1543090321,10,-84
0,1543090322,4,-91
0,1543090322,3,-85
0,1543090322,12,-85
0,1543090784,8,-91
0,1543090784,4,-90
0,1543090784,9,-88
0,1543090784,11,-95
0,1543090784,8,-95
0,1543090784,6,-90
0,1543090785,11,-95
0,1543090785,12,-92
0,1543090785,4,-90
0,1543090785,5,-94
0,1543090785,12,-92
0,1543090785,4,-90
0,1543090786,4,-90
0,1543090786,5,-90
0,1543090786,9,-86
0,1543090786,8,-91
0,1543090786,4,-90
0,1543090786,5,-90
0,1543090787,4,-93
0,1543090787,3,-92
0,1543090787,8,-91
0,1543090787,5,-94
0,1543090787,4,-93
0,1543090787,3,-92
0,1543090788,12,-94
0,1543090788,4,-94
0,1543090788,5,-94
0,1543090788,5,-95
0,1543090788,4,-94
0,1543090788,10,-93
0,1543090789,5,-95
0,1543090789,4,-90
0,1543090789,8,-90
0,1543090789,5,-95
0,1543090789,3,-89
0,1543090789,8,-89
0,1543090790,3,-93
0,1543090790,4,-90
0,1543090790,8,-90
0,1543090790,10,-94
0,1543090790,4,-90
0,1543090790,3,-90
0,1543090791,10,-94
0,1543090791,3,-90
0,1543090791,8,-88
0,1543090791,10,-92
0,1543090791,8,-88
0,1543090791,12,-86
0,1543090792,8,-90
0,1543090792,4,-88
0,1543090792,10,-87
0,1543090792,4,-93
0,1543090792,10,-90
0,1543090792,8,-90
0,1543090793,4,-93
0,1543090793,12,-90
0,1543090793,10,-90
0,1543090793,4,-93
0,1543090793,10,-90
0,1543090793,5,-88
0,1543090794,8,-94
0,1543090794,4,-93
0,1543090794,10,-90
0,1543090794,4,-90
0,1543090794,10,-90
0,1543090794,8,-89
0,1543090795,8,-92
0,1543090795,4,-90
0,1543090795,10,-90
0,1543090795,10,-93
0,1543090795,8,-92
0,1543090795,4,-90
0,1543090796,10,-92
0,1543090796,1,-91
0,1543090796,8,-91
0,1543090796,10,-92
0,1543090796,8,-91
0,1543090796,4,-90
0,1543090797,4,-92
0,1543090797,3,-89
0,1543090797,10,-89
0,1543090797,4,-96
0,1543090797,3,-92
0,1543090797,10,-89
0,1543090798,4,-93
0,1543090798,6,-90
0,1543090798,11,-86
0,1543090798,4,-93
0,1543090798,11,-86
0,1543090798,10,-86
0,1543090799,10,-92
0,1543090799,11,-86
0,1543090799,5,-86
0,1543090799,10,-92
0,1543090799,12,-91
0,1543090799,4,-90
0,1543090800,10,-92
0,1543090800,4,-91
0,1543090800,5,-90
0,1543090800,10,-92
0,1543090800,4,-91
0,1543090800,12,-90
0,1543090801,3,-94
0,1543090801,10,-92
0,1543090801,12,-90
0,1543090801,3,-94
0,1543090801,12,-92
0,1543090801,10,-92
0,1543090802,3,-94
0,1543090802,4,-92
0,1543090802,10,-90
0,1543090802,3,-94
0,1543090802,12,-92
0,1543090802,4,-92
0,1543090803,3,-94
0,1543090803,12,-92
0,1543090803,1,-90
0,1543090803,3,-94
0,1543090803,12,-93
0,1543090803,10,-90
0,1543090804,10,-97
0,1543090804,3,-94
0,1543090804,12,-92
0,1543090804,3,-93
0,1543090804,4,-90
0,1543090804,12,-88
0,1543090805,12,-95
0,1543090805,3,-93
0,1543090805,4,-90
0,1543090805,11,-90
0,1543090805,4,-90
0,1543090805,3,-90
0,1543090806,12,-93
0,1543090806,11,-93
0,1543090806,4,-90
0,1543090806,12,-93
0,1543090806,11,-93
0,1543090806,4,-92
0,1543090807,12,-93
0,1543090807,11,-93
0,1543090807,4,-92
0,1543090807,11,-93
0,1543090807,4,-92
0,1543090807,12,-91
0,1543090808,3,-95
0,1543090808,11,-93
0,1543090808,4,-92
0,1543090808,11,-93
0,1543090808,10,-93
0,1543090808,5,-93
0,1543090809,11,-93
0,1543090809,12,-91
0,1543090809,10,-91
0,1543090809,3,-95
0,1543090809,10,-92
0,1543090809,11,-90
0,1543090810,3,-95
0,1543090810,11,-90
0,1543090810,4,-90
0,1543090810,3,-95
0,1543090810,4,-91
0,1543090810,11,-90
0,1543090811,3,-95
0,1543090811,11,-90
0,1543090811,10,-90
0,1543090811,11,-94
0,1543090811,4,-90
0,1543090811,10,-90
0,1543090812,4,-97
0,1543090812,12,-93
0,1543090812,10,-90
0,1543090812,11,-92
0,1543090812,10,-90
0,1543090812,3,-89
0,1543090813,12,-95
0,1543090813,3,-89
0,1543090813,11,-88
0,1543090813,5,-93
0,1543090813,3,-89
0,1543090813,11,-88
0,1543090814,3,-99
0,1543090814,12,-92
0,1543090814,11,-88
0,1543090814,3,-99
0,1543090814,12,-92
0,1543090814,11,-88
0,1543090815,3,-99
0,1543090815,12,-92
0,1543090815,1,-90
0,1543090815,3,-99
0,1543090815,12,-92
0,1543090815,11,-92
0,1543090816,3,-94
0,1543090816,12,-92
0,1543090816,1,-90
0,1543090816,3,-94
0,1543090816,1,-90
0,1543090816,11,-89
0,1543090817,12,-99
0,1543090817,3,-94
0,1543090817,10,-94
0,1543090817,11,-95
0,1543090817,3,-94
0,1543090817,10,-94
0,1543090818,11,-94
0,1543090818,3,-94
0,1543090818,10,-92
0,1543090818,11,-94
0,1543090818,3,-94
0,1543090818,10,-88
0,1543090819,11,-94
0,1543090819,3,-94
0,1543090819,1,-89
0,1543090819,11,-94
0,1543090819,3,-90
0,1543090819,10,-88
0,1543090820,11,-94
0,1543090820,12,-89
0,1543090820,3,-89
0,1543090820,11,-94
0,1543090820,3,-93
0,1543090820,10,-90
0,1543090821,11,-94
0,1543090821,3,-93
0,1543090821,10,-90
0,1543090821,11,-94
0,1543090821,4,-92
0,1543090821,10,-90
0,1543090822,4,-95
0,1543090822,3,-92
0,1543090822,10,-90
0,1543090822,11,-96
0,1543090822,4,-95
0,1543090822,3,-92
0,1543090823,4,-95
0,1543090823,3,-92
0,1543090823,11,-90
0,1543090922,6,-80
0,1543090922,1,-78
0,1543090922,9,-76
0,1543090923,12,-96
0,1543090923,3,-93
0,1543090923,4,-87
0,1543090923,4,-94
0,1543090923,9,-92
0,1543090923,11,-91
0,1543090924,11,-91
0,1543090924,12,-91
0,1543090924,5,-88
0,1543090924,6,-91
0,1543090924,12,-91
0,1543090924,10,-90
0,1543090925,10,-92
0,1543090925,8,-90
0,1543090925,3,-88
0,1543090925,10,-92
0,1543090925,12,-91
0,1543090925,8,-90
0,1543090926,10,-93
0,1543090926,8,-90
0,1543090926,3,-87
0,1543090926,10,-89
0,1543090926,8,-86
0,1543090926,12,-86
0,1543090927,8,-96
0,1543090927,5,-89
0,1543090927,10,-89
0,1543090927,10,-94
0,1543090927,4,-94
0,1543090927,5,-89
0,1543090928,10,-94
0,1543090928,4,-94
0,1543090928,8,-86
0,1543090928,10,-94
0,1543090928,4,-94
0,1543090928,7,-93
0,1543090929,10,-94
0,1543090929,4,-94
0,1543090929,8,-89
0,1543090929,10,-94
0,1543090929,4,-86
0,1543090929,12,-85
0,1543090930,10,-94
0,1543090930,8,-93
0,1543090930,11,-89
0,1543090930,10,-94
0,1543090930,4,-94
0,1543090930,8,-93
0,1543090931,4,-95
0,1543090931,10,-94
0,1543090931,5,-90
0,1543090931,4,-95
0,1543090931,10,-94
0,1543090931,8,-92
0,1543090932,10,-94
0,1543090932,4,-90
0,1543090932,11,-88
0,1543090932,10,-94
0,1543090932,11,-90
0,1543090932,4,-90
0,1543090933,10,-94
0,1543090933,6,-94
0,1543090933,11,-91
0,1543090933,4,-96
0,1543090933,3,-95
0,1543090933,10,-91
0,1543090934,4,-96
0,1543090934,11,-89
0,1543090934,5,-88
0,1543090934,10,-90
0,1543090934,11,-89
0,1543090934,4,-89
0,1543090935,11,-93
0,1543090935,10,-90
0,1543090935,12,-88
0,1543090935,11,-92
0,1543090935,5,-90
0,1543090935,10,-90
0,1543090936,3,-95
0,1543090936,11,-92
0,1543090936,4,-92
0,1543090936,3,-96
0,1543090936,4,-94
0,1543090936,11,-92
0,1543090937,3,-96
0,1543090937,4,-92
0,1543090937,11,-91
0,1543090937,3,-96
0,1543090937,5,-91
0,1543090937,11,-91
0,1543090938,3,-96
0,1543090938,9,-94
0,1543090938,11,-93
0,1543090938,3,-93
0,1543090938,11,-93
0,1543090938,4,-90
0,1543090939,11,-93
0,1543090939,4,-92
0,1543090939,3,-91
0,1543090939,3,-95
0,1543090939,11,-91
0,1543090939,6,-91
0,1543090940,11,-92
0,1543090940,3,-91
0,1543090940,12,-91
0,1543090940,3,-91
0,1543090940,11,-90
0,1543090940,10,-89
0,1543090941,4,-93
0,1543090941,3,-91
0,1543090941,11,-90
0,1543090941,3,-97
0,1543090941,4,-93
0,1543090941,11,-90
0,1543090942,3,-97
0,1543090942,10,-94
0,1543090942,5,-91
0,1543090942,3,-97
0,1543090942,11,-93
0,1543090942,10,-92
0,1543090943,3,-96
0,1543090943,11,-93
0,1543090943,10,-93
0,1543090943,3,-94
0,1543090943,12,-93
0,1543090943,11,-91
0,1543090944,3,-94
0,1543090944,4,-93
0,1543090944,12,-93
0,1543090944,3,-95
0,1543090944,10,-94
0,1543090944,12,-93
0,1543090945,3,-95
0,1543090945,10,-95
0,1543090945,5,-90
0,1543090945,3,-95
0,1543090945,10,-93
0,1543090945,5,-90
0,1543090946,3,-95
0,1543090946,10,-91
0,1543090946,4,-91
0,1543090946,3,-95
0,1543090946,10,-91
0,1543090946,4,-91
0,1543090947,3,-95
0,1543090947,10,-91
0,1543090947,5,-90
0,1543090947,4,-94
0,1543090947,10,-91
0,1543090947,3,-87
0,1543090948,5,-95
0,1543090948,4,-94
0,1543090948,9,-92
0,1543090948,10,-95
0,1543090948,4,-94
0,1543090948,8,-83
0,1543090949,4,-94
0,1543090949,3,-90
0,1543090949,10,-90
0,1543090949,10,-92
0,1543090949,4,-92
0,1543090949,5,-90
0,1543090950,10,-95
0,1543090950,4,-92
0,1543090950,8,-89
0,1543090950,10,-92
0,1543090950,8,-89
0,1543090950,11,-89
0,1543090951,8,-89
0,1543090951,5,-89
0,1543090951,11,-89
0,1543090951,5,-89
0,1543090951,10,-89
0,1543090951,4,-87
0,1543090952,5,-89
0,1543090952,10,-89
0,1543090952,4,-87
0,1543090952,5,-89
0,1543090952,10,-89
0,1543090952,8,-88
0,1543090953,4,-96
0,1543090953,8,-91
0,1543090953,5,-89
0,1543090953,4,-96
0,1543090953,8,-92
0,1543090953,10,-89
0,1543090954,4,-96
0,1543090954,8,-92
0,1543090954,10,-89
0,1543090954,10,-97
0,1543090954,4,-96
0,1543090954,8,-92
0,1543090955,10,-97
0,1543090955,4,-96
0,1543090955,8,-93
0,1543090955,10,-97
0,1543090955,4,-96
0,1543090955,8,-93
0,1543090956,10,-97
0,1543090956,4,-96
0,1543090956,8,-93
0,1543090956,10,-97
0,1543090956,8,-88
0,1543090956,11,-88
0,1543090957,10,-93
0,1543090957,11,-90
0,1543090957,8,-88
0,1543090957,10,-93
0,1543090957,4,-90
0,1543090957,8,-88
0,1543090958,10,-93
0,1543090958,11,-90
0,1543090958,8,-88
0,1543090958,10,-93
0,1543090958,11,-90
0,1543090958,8,-88
0,1543090959,10,-93
0,1543090959,11,-90
0,1543090959,8,-88
0,1543090959,10,-91
0,1543090959,11,-90
0,1543090959,8,-88
0,1543090960,10,-91
0,1543090960,11,-90
0,1543090960,5,-88
0,1543090960,10,-92
0,1543090960,8,-90
0,1543090960,11,-90
0,1543090961,10,-92
0,1543090961,9,-88
0,1543090961,11,-84
0,1543090961,10,-92
0,1543090961,9,-91
0,1543090961,11,-84
0,1543090962,12,-94
0,1543090962,10,-92
0,1543090962,1,-92
0,1543090962,10,-92
0,1543090962,1,-92
0,1543090962,11,-91
0,1543090963,10,-92
0,1543090963,1,-92
0,1543090963,9,-90
0,1543090963,10,-92
0,1543090963,1,-92
0,1543090963,9,-90
0,1543090964,10,-92
0,1543090964,1,-92
0,1543090964,11,-90
0,1543090964,10,-92
0,1543090964,11,-90
0,1543090964,8,-88
0,1543090965,4,-93
0,1543090965,10,-92
0,1543090965,11,-90
0,1543090965,8,-92
0,1543090965,10,-92
0,1543090965,4,-92
0,1543090966,8,-92
0,1543090966,10,-92
0,1543090966,4,-92
0,1543090966,8,-92
0,1543090966,4,-92
0,1543090966,11,-91
0,1543090967,8,-92
0,1543090967,4,-92
0,1543090967,10,-88
0,1543090967,8,-92
0,1543090967,10,-88
0,1543090967,11,-86
0,1543090968,8,-94
0,1543090968,4,-94
0,1543090968,9,-90
0,1543090968,8,-94
0,1543090968,9,-90
0,1543090968,10,-88
0,1543090969,8,-94
0,1543090969,11,-90
0,1543090969,9,-90
0,1543090969,8,-94
0,1543090969,9,-90
0,1543090969,4,-89
0,1543090970,11,-95
0,1543090970,8,-94
0,1543090970,10,-88
0,1543090970,8,-96
0,1543090970,11,-95
0,1543090970,10,-88
0,1543090971,8,-96
0,1543090971,11,-95
0,1543090971,10,-88
0,1543090971,9,-89
0,1543090971,8,-88
0,1543090971,11,-88
0,1543090972,11,-88
0,1543090972,10,-88
0,1543090972,9,-88
0,1543090972,8,-96
0,1543090972,11,-89
0,1543090972,10,-88
0,1543090973,8,-96
0,1543090973,10,-88
0,1543090973,1,-87
0,1543090973,10,-92
0,1543090973,11,-88
0,1543090973,9,-86
0,1543090974,11,-92
0,1543090974,10,-92
0,1543090974,8,-84
0,1543090974,10,-92
0,1543090974,11,-89
0,1543090974,8,-84
0,1543090975,10,-92
0,1543090975,11,-89
0,1543090975,8,-84
0,1543090975,10,-92
0,1543090975,11,-89
0,1543090975,8,-84
0,1543090976,10,-92
0,1543090976,11,-89
0,1543090976,8,-84
0,1543090976,12,-96
0,1543090976,10,-95
0,1543090976,8,-91
0,1543090977,12,-96
0,1543090977,10,-95
0,1543090977,3,-89
0,1543090977,12,-96
0,1543090977,8,-89
0,1543090977,3,-89
0,1543090978,12,-96
0,1543090978,8,-89
0,1543090978,3,-89
0,1543090978,12,-96
0,1543090978,8,-89
0,1543090978,3,-89
0,1543090979,12,-96
0,1543090979,8,-90
0,1543090979,11,-89
0,1543090979,12,-96
0,1543090979,9,-92
0,1543090979,8,-89
0,1543090980,8,-92
0,1543090980,9,-92
0,1543090980,11,-89
0,1543090980,10,-94
0,1543090980,8,-92
0,1543090980,9,-92
0,1543090981,10,-94
0,1543090981,8,-92
0,1543090981,9,-92
0,1543090981,10,-94
0,1543090981,8,-92
0,1543090981,11,-91
0,1543090982,10,-94
0,1543090982,8,-92
0,1543090982,11,-91
0,1543090982,10,-96
0,1543090982,8,-94
0,1543090982,11,-91
0,1543090983,10,-96
0,1543090983,8,-91
0,1543090983,11,-91
0,1543090983,10,-96
0,1543090983,11,-91
0,1543090983,9,-89
0,1543090984,10,-96
0,1543090984,11,-91
0,1543090984,9,-91
0,1543090984,10,-96
0,1543090984,11,-91
0,1543090984,9,-90
0,1543090985,10,-96
0,1543090985,3,-93
0,1543090985,8,-91
0,1543090985,10,-96
0,1543090985,8,-91
0,1543090985,3,-91
0,1543090986,11,-91
0,1543090986,8,-89
0,1543090986,12,-89
0,1543090986,11,-91
0,1543090986,12,-90
0,1543090986,8,-89
0,1543090987,11,-91
0,1543090987,12,-90
0,1543090987,8,-89
0,1543090987,11,-94
0,1543090987,12,-94
0,1543090987,8,-89
0,1543090988,11,-94
0,1543090988,12,-94
0,1543090988,10,-87
0,1543090988,11,-94
0,1543090988,10,-92
0,1543090988,8,-87
0,1543090989,11,-94
0,1543090989,12,-90
0,1543090989,10,-88
0,1543090989,1,-95
0,1543090989,11,-94
0,1543090989,12,-93
0,1543090990,11,-94
0,1543090990,12,-93
0,1543090990,9,-89
0,1543090990,11,-94
0,1543090990,12,-93
0,1543090990,3,-92
0,1543090991,12,-93
0,1543090991,3,-92
0,1543090991,4,-91
0,1543090991,12,-93
0,1543090991,3,-92
0,1543090991,11,-91
0,1543090992,11,-93
0,1543090992,12,-93
0,1543090992,1,-91
0,1543090992,11,-92
0,1543090992,1,-91
0,1543090992,3,-88
0,1543090993,3,-95
0,1543090993,11,-92
0,1543090993,1,-91
0,1543090993,3,-95
0,1543090993,11,-93
0,1543090993,1,-91
0,1543090994,3,-95
0,1543090994,11,-93
0,1543090994,9,-90
0,1543090994,3,-95
0,1543090994,1,-93
0,1543090994,11,-91
0,1543090995,3,-95
0,1543090995,12,-93
0,1543090995,11,-91
0,1543090995,3,-95
0,1543090995,12,-93
0,1543090995,5,-92
0,1543090996,3,-95
0,1543090996,11,-94
0,1543090996,12,-93
0,1543090996,3,-95
0,1543090996,11,-94
0,1543090996,12,-93
0,1543090997,11,-94
0,1543090997,12,-93
0,1543090997,3,-91
0,1543090997,11,-94
0,1543090997,3,-91
0,1543090997,12,-91
0,1543090998,11,-94
0,1543090998,3,-91
0,1543090998,12,-91
0,1543090998,11,-94
0,1543090998,12,-92
0,1543090998,3,-90
0,1543090999,3,-94
0,1543090999,12,-93
0,1543090999,4,-90
0,1543090999,3,-94
0,1543090999,12,-93
0,1543090999,4,-90
0,1543091000,12,-93
0,1543091000,8,-88
0,1543091000,4,-87
0,1543091000,12,-93
0,1543091000,11,-91
0,1543091000,4,-87
0,1543091001,8,-95
0,1543091001,12,-93
0,1543091001,5,-90
0,1543091001,8,-95
0,1543091001,12,-95
0,1543091001,4,-92
0,1543091002,12,-95
0,1543091002,4,-92
0,1543091002,8,-89
0,1543091002,12,-95
0,1543091002,7,-94
0,1543091002,4,-92
0,1543091003,12,-95
0,1543091003,7,-94
0,1543091003,4,-92
0,1543091003,12,-94
0,1543091003,4,-92
0,1543091003,3,-89
0,1543091004,12,-94
0,1543091004,4,-92
0,1543091004,5,-91
0,1543091004,12,-94
0,1543091004,4,-92
0,1543091004,3,-89
0,1543091005,12,-94
0,1543091005,4,-92
0,1543091005,3,-89
0,1543091005,4,-92
0,1543091005,3,-89
0,1543091005,12,-89
0,1543091006,4,-94
0,1543091006,3,-89
0,1543091006,12,-89
0,1543091006,5,-94
0,1543091006,4,-94
0,1543091006,3,-89
0,1543091007,4,-94
0,1543091007,12,-94
0,1543091007,3,-89
0,1543091007,4,-94
0,1543091007,12,-91
0,1543091007,3,-89
0,1543091008,4,-94
0,1543091008,3,-91
0,1543091008,12,-91
0,1543091008,4,-94
0,1543091008,3,-91
0,1543091008,12,-91
0,1543091009,3,-97
0,1543091009,4,-94
0,1543091009,12,-91
0,1543091009,3,-94
0,1543091009,4,-94
0,1543091009,12,-91
0,1543091010,4,-94
0,1543091010,12,-91
0,1543091010,5,-86
0,1543091010,4,-94
0,1543091010,12,-91
0,1543091010,5,-86
0,1543091011,4,-96
0,1543091011,10,-91
0,1543091011,12,-90
0,1543091011,4,-96
0,1543091011,10,-95
0,1543091011,12,-89
0,1543091012,4,-94
0,1543091012,12,-89
0,1543091012,5,-86
0,1543091012,4,-94
0,1543091012,12,-89
0,1543091012,5,-86
0,1543091013,4,-94
0,1543091013,12,-91
0,1543091013,8,-88
0,1543091013,4,-94
0,1543091013,12,-91
0,1543091013,3,-85
0,1543091014,4,-95
0,1543091014,3,-91
0,1543091014,12,-91
0,1543091014,4,-95
0,1543091014,3,-94
0,1543091014,6,-87
0,1543091015,4,-95
0,1543091015,3,-92
0,1543091015,7,-86
0,1543091015,4,-93
0,1543091015,3,-87
0,1543091015,7,-86
0,1543091016,3,-94
0,1543091016,4,-93
0,1543091016,5,-90
0,1543091016,3,-94
0,1543091016,4,-93
0,1543091016,5,-90
0,1543091017,4,-93
0,1543091017,12,-91
0,1543091017,5,-90
0,1543091017,4,-93
0,1543091017,10,-92
0,1543091017,12,-91
0,1543091018,4,-93
0,1543091018,5,-90
0,1543091018,8,-88
0,1543091018,3,-88
0,1543091018,4,-88
0,1543091018,10,-85
0,1543091019,8,-88
0,1543091019,3,-88
0,1543091019,4,-88
0,1543091019,10,-92
0,1543091019,3,-88
0,1543091019,4,-88
0,1543091020,10,-92
0,1543091020,8,-90
0,1543091020,4,-88
0,1543091020,3,-92
0,1543091020,10,-92
0,1543091020,8,-90
0,1543091021,10,-92
0,1543091021,3,-89
0,1543091021,4,-88
0,1543091021,8,-92
0,1543091021,10,-90
0,1543091021,3,-89
0,1543091022,8,-92
0,1543091022,5,-89
0,1543091022,4,-88
0,1543091022,8,-90
0,1543091022,5,-89
0,1543091022,4,-88
0,1543091023,3,-91
0,1543091023,8,-90
0,1543091023,5,-89
0,1543091023,4,-94
0,1543091023,3,-91
0,1543091023,8,-90
0,1543091024,4,-94
0,1543091024,3,-91
0,1543091024,10,-90
0,1543091024,4,-94
0,1543091024,3,-91
0,1543091024,10,-87
0,1543091025,8,-94
0,1543091025,4,-94
0,1543091025,3,-91
0,1543091025,4,-94
0,1543091025,3,-92
0,1543091025,6,-90
0,1543091026,4,-94
0,1543091026,3,-90
0,1543091026,8,-89
0,1543091026,4,-94
0,1543091026,3,-90
0,1543091026,8,-89
0,1543091027,4,-97
0,1543091027,6,-92
0,1543091027,3,-90
0,1543091027,4,-97
0,1543091027,8,-90
0,1543091027,3,-90
0,1543091028,4,-97
0,1543091028,8,-90
0,1543091028,3,-90
0,1543091028,4,-97
0,1543091028,10,-95
0,1543091028,12,-92
0,1543091029,4,-97
0,1543091029,10,-95
0,1543091029,12,-92
0,1543091029,10,-93
0,1543091029,4,-92
0,1543091029,12,-92
0,1543091030,10,-93
0,1543091030,4,-92
0,1543091030,9,-92
0,1543091030,3,-94
0,1543091030,4,-92
0,1543091030,9,-92
0,1543091031,3,-94
0,1543091031,4,-92
0,1543091031,12,-92
0,1543091031,3,-94
0,1543091031,4,-92
0,1543091031,12,-92
0,1543091032,3,-94
0,1543091032,4,-92
